#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-01-29T15:41:41 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61f55e983eb8ef	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:B/gcvs&tab:{B/gcvs/gcvs_cat}&key:source=B/gcvs/gcvs_cat&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/gcvs/gcvs_cat
#-order=I
#-out=GCVS
#-out=n_GCVS
#-out=RAJ2000
#-out=DEJ2000
#-out=VarType
#-out=magMax
#magMax=<14.2
#-out=Epoch
#-out=Period
#Period=<3
#-out=SpType
#-out=Exists
#-out=VarName
#AFOEV=AFOEV
#Simbad=Simbad
#

#RESOURCE=yCat_102025
#Name: B/gcvs
#Title: General Catalogue of Variable Stars (Samus+, 2007-2017)
#Table	B_gcvs_gcvs_cat:
#Name: B/gcvs/gcvs_cat
#Title: GCVS catalog (GCVS 5.1, version Oct, 2020)
#Column	GCVS	(A10)	Variable star designation (2)	[ucd=meta.id;meta.main]
#Column	n_GCVS	(A1)	[*] indicates a remark in "gcvs_rem.dat" file	[ucd=meta.note]
#Column	RAJ2000	(A11)	? Hours RA, equinox J2000.0 (G1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	? Degrees Dec, equinox J2000.0 (G1)	[ucd=pos.eq.dec;meta.main]
#Column	VarType	(a10)	Type of variability (see file "vartype.txt")	[ucd=meta.code;src.var]
#Column	magMax	(F6.3)	? Magnitude at maximum brightness	[ucd=phot.mag]
#Column	Epoch	(F11.5)	? Epoch for maximum light, Julian days (G5)	[ucd=time.epoch]
#Column	Period	(F16.10)	? Period of the variable star	[ucd=time.period]
#Column	SpType	(a17)	Spectral type	[ucd=src.spType]
#Column	Exists	(A12)	Cases of non-existence of the variable etc. (12)	[ucd=meta.note]
#Column	VarName	(A11)	Variable star designation (17)	[ucd=meta.id]
GCVS|n_GCVS|RAJ2000|DEJ2000|VarType|magMax|Epoch|Period|SpType|Exists|VarName
BU Car    |x|10 50 36.05|-59 30 19.8|EB        |13.200|51921.80000|    1.5551500000|                 |            |BU    Car
CD Car    |*|10 57 06.51|-61 01 12.1|EA        |12.950|53851.47700|    2.9674900000|                 |            |CD    Car
CI Car    |*|11 14 22.71|-60 24 32.3|EA        |12.250|54498.75200|    2.8184380000|                 |            |CI    Car
CP Car    |x|10 25 48.84|-59 12 54.3|EA        |13.200|23898.70700|    2.3942000000|                 |            |CP    Car
CW Car    |x|10 46 40.94|-57 20 34.6|EA        |12.800|23940.98600|    1.9739800000|                 |            |CW    Car
CZ Car    |x|11 03 29.37|-60 24 12.1|EA        |12.600|53056.80700|    2.2849660000|                 |            |CZ    Car
DD Car    | |11 05 52.81|-63 29 55.9|EA        |13.300|53081.72100|    1.4427030000|                 |            |DD    Car
DF Car    |*|11 10 16.00|-63 25 04.5|EA        |13.000|53420.76900|    1.8664450000|                 |            |DF    Car
DN Car    |*|10 10 40.54|-60 42 42.2|EA        |13.000|52714.79000|    1.4527720000|                 |            |DN    Car
DQ Car    |x|10 21 56.71|-57 14 41.1|EA        |11.060|52068.47800|    1.7336700000|A0               |            |DQ    Car
DS Car    |x|10 31 04.85|-61 39 47.0|EA        |13.000|51884.78300|    1.0987150000|                 |            |DS    Car
DV Car    |x|10 40 04.57|-60 12 16.2|EA        |10.530|52729.84200|    1.6814790000|B8               |            |DV    Car
DW Car    |*|10 43 10.07|-60 02 11.8|EB        | 9.680|54622.55200|    1.3277470000|B1V+B1V          |            |DW    Car
DZ Car    | |10 58 09.87|-59 23 01.0|EA        |13.000|23899.23500|    2.3921000000|                 |            |DZ    Car
EE Car    |*|10 59 44.89|-64 09 45.8|RRAB      |12.700|54587.62000|    0.6787090000|                 |            |EE    Car
EI Car    | |11 05 13.69|-62 16 00.3|EA        |14.000|23870.55700|    0.9014500000|                 |            |EI    Car
EK Car    |*|11 05 57.48|-59 38 50.1|EA        |14.000|23864.54000|    1.7510600000|                 |            |EK    Car
EO Car    | |11 19 38.66|-57 17 22.3|EA        |13.500|23870.12900|    2.1522500000|                 |            |EO    Car
ET Car    | |10 11 24.34|-61 29 10.2|DCEP      |13.670|56314.39500|    2.9107400000|                 |            |ET    Car
EU Car    | |10 16 06.52|-62 05 54.6|EA        |14.000|23918.54000|    2.5258900000|                 |            |EU    Car
EX Car    |x|10 24 59.62|-63 38 10.4|EA        |11.150|48501.26000|    1.3963500000|                 |            |EX    Car
EY Car    |*|10 42 23.03|-61 09 57.3|CEP(B)    |10.000|           |    2.8760000000|                 |            |EY    Car
EZ Car    |x|10 42 53.87|-62 23 32.8|EA        | 9.940|54525.71700|    1.1886882000|B4III-IV         |            |EZ    Car
FG Car    |x|10 47 30.06|-57 33 02.6|EA        |13.000|23903.88500|    2.2625150000|                 |            |FG    Car
FS Car    |*|10 38 39.24|-59 09 32.9|EA        |11.640|53033.79200|    2.1464110000|                 |            |FS    Car
FV Car    |*|10 42 31.92|-61 57 56.0|EA        |12.900|52465.46630|    2.1115370000|                 |            |FV    Car
GL Car    |*|11 14 39.84|-60 39 36.4|EA        | 9.530|54578.79100|    2.4223022000|B3:V             |            |GL    Car
GM Car    |*|10 37 15.63|-59 14 23.4|EB        | 9.130|53180.55900|    1.5354441000|B8II-III         |            |GM    Car
GP Car    |x|10 30 00.98|-59 04 44.2|EB        |11.500|53070.70600|    2.4641650000|                 |            |GP    Car
GQ Car    |x|10 36 20.79|-60 35 41.5|EB        |12.000|52741.65700|    0.6837403000|                 |            |GQ    Car
GW Car    |x|09 36 23.25|-59 59 09.7|EB        | 9.570|52741.63900|    1.1289144000|B1III:n          |            |GW    Car
HI Car    |x|11 01 27.06|-60 26 28.7|EA        |10.570|54667.48300|    2.2273616000|B5               |            |HI    Car
HN Car    |x|10 10 24.88|-61 00 00.7|EA:       |13.700|52744.63100|    1.3918750000|                 |            |HN    Car
HO Car    | |10 16 18.44|-63 32 19.8|RRC       |13.300|23900.71000|    0.4021000000|                 |            |HO    Car
HP Car    |*|10 19 35.71|-57 24 18.7|EB        | 8.790|53856.54500|    1.6004536000|B2IIIn           |            |HP    Car
HT Car    |*|10 28 22.50|-57 44 48.1|EW        |13.800|24282.18400|    0.6629146000|                 |            |HT    Car
HU Car    |*|10 31 05.67|-62 23 33.6|RRAB      |14.000|24650.36400|    0.6620123000|                 |            |HU    Car
HV Car    |*|10 35 27.28|-57 29 38.2|EA        |14.000|24560.50700|    2.5839080000|                 |            |HV    Car
HY Car    | |10 43 43.32|-62 53 59.8|RRAB      |13.200|54863.73200|    0.5095820000|                 |            |HY    Car
IR Car    |*|11 09 06.51|-59 40 28.9|EW        |11.800|53490.60700|    0.3460653000|                 |            |IR    Car
IS Car    | |11 11 23.02|-62 26 11.6|EW        |12.600|52232.83000|    0.4295901000|                 |            |IS    Car
IU Car    |*|06 53 07.47|-59 35 44.4|RRAB      |11.350|54387.83700|    0.7372250000|A6-F5            |            |IU    Car
IV Car    |x|10 02 36.66|-58 57 22.5|EA        |11.520|54548.79500|    2.7428124000|                 |            |IV    Car
KQ Car    |x|09 29 19.48|-60 51 22.0|EA        |10.160|52922.82900|    2.3183740000|B8III-IV         |            |KQ    Car
KU Car    |x|10 37 45.20|-58 40 11.1|EA        |10.960|53372.84600|    2.9605610000|                 |            |KU    Car
LP Car    |x|09 10 10.27|-68 07 37.8|DSCT:     |13.260|55338.91000|    0.2199980000|                 |            |LP    Car
LR Car    |x|09 11 03.73|-66 03 43.4|EB        |13.300|53406.77400|    0.8529160000|                 |            |LR    Car
LT Car    |x|09 13 30.90|-68 33 43.0|RRAB      |13.080|54441.82800|    0.4997880000|                 |            |LT    Car
LW Car    |x|09 15 38.39|-69 20 22.7|RRAB      |13.980|56366.10300|    0.5379200000|                 |            |LW    Car
MV Car    |x|09 33 22.91|-68 57 01.4|EB        |12.920|52994.77000|    0.6577600000|                 |            |MV    Car
MZ Car    |*|09 37 29.81|-67 38 20.0|RRAB      |13.500|53452.77000|    0.5846410000|                 |            |MZ    Car
NQ Car    |x|09 41 47.05|-70 05 15.5|EB:       |13.980|54911.63300|    0.8828600000|                 |            |NQ    Car
OR Car    |x|09 57 26.69|-67 02 11.5|RRAB      |13.850|52739.70000|    0.7632400000|                 |            |OR    Car
OT Car    |x|09 59 07.48|-68 23 27.1|EB        |12.000|53497.67700|    0.8245921000|                 |            |OT    Car
OV Car    | |10 03 21.93|-61 18 22.0|EA        |13.300|31234.26100|    1.2765720000|                 |            |OV    Car
PT Car    |x|11 03 17.62|-74 56 37.3|EA        |12.800|53905.63400|    2.6435906000|                 |            |PT    Car
PW Car    |x|11 18 09.73|-74 34 46.2|EA        |13.200|53861.60900|    2.9140160000|                 |            |PW    Car
PX Car    |x|06 21 00.20|-54 32 56.8|EB        | 9.620|54160.71000|    0.7950994000|A9IV             |            |PX    Car
QR Car    |x|09 51 08.40|-67 26 11.7|EB        | 9.350|54359.57300|    0.7490024000|A3               |            |QR    Car
QT Car    |x|10 52 21.21|-71 53 33.3|EA        |11.080|54850.84500|    1.6325030000|                 |            |QT    Car
QW Car    |x|09 32 57.57|-74 16 34.5|EA        |11.640|53901.51100|    2.8532042000|                 |            |QW    Car
V0350 Car |x|10 40 00.69|-71 59 13.8|EA        |12.200|54954.55000|    2.2188570000|                 |            |V0350 Car
V0356 Car |*|07 58 02.91|-60 36 53.2|ACV       | 7.620|           |    1.4496200000|B9.5IVp(Si)      |            |V0356 Car
V0364 Car |x|10 40 11.44|-65 06 00.8|ACV       | 5.430|           |    1.6731700000|B9p(Si)          |            |V0364 Car
V0370 Car |*|10 37 27.07|-58 44 00.0|ACYG      | 5.470|           |    1.3323800000|A0Iae            |            |V0370 Car
V0372 Car |*|07 52 29.74|-54 22 01.8|BCEP      | 5.630|           |    0.1034050000|B2III            |            |V0372 Car
V0375 Car |*|08 04 42.93|-62 50 10.9|BE:       | 6.280|           |    0.2640000000|B2.5Vn           |            |V0375 Car
V0377 Car |x|09 25 27.14|-57 21 44.2|EA        | 8.050|53810.75200|    2.2426430000|B4V              |            |V0377 Car
V0378 Car |*|10 35 53.65|-58 14 47.9|BCEP      | 9.220|           |    0.1600000000|B0.5III          |            |V0378 Car
V0379 Car |*|10 35 58.52|-58 14 15.6|ELL:      | 8.890|           |    1.7540000000|B1III            |            |V0379 Car
V0380 Car |*|10 36 01.59|-58 15 09.6|BCEP      | 8.950|           |    0.2274000000|B0.5III          |            |V0380 Car
V0387 Car |x|07 13 39.88|-53 40 04.2|ACV       | 6.690|           |    1.9040000000|A0p(EuCrSr)      |            |V0387 Car
V0388 Car |x|07 21 51.44|-55 46 15.9|ACV       | 7.940|           |    2.9500000000|A0p(Si)          |            |V0388 Car
V0389 Car |x|07 21 41.09|-61 57 05.1|ACV       | 6.910|           |    0.8310000000|B8p(Si)          |            |V0389 Car
V0390 Car |x|07 39 00.32|-53 16 24.1|ACV       | 6.040|           |    1.0400000000|B9IV/Vp(Si)      |            |V0390 Car
V0391 Car |*|07 58 02.50|-60 48 46.8|ACV       | 8.920|           |    1.8120770000|A0p(SiII)        |            |V0391 Car
V0393 Car |x|07 59 02.68|-61 35 01.0|DSCT      | 7.340|52639.72570|    0.1412949000|A7III/IV         |            |V0393 Car
V0397 Car |x|10 00 03.69|-66 16 34.5|DCEPS     | 8.200|52992.46400|    2.0634910000|F8Ib/II          |            |V0397 Car
V0400 Car |*|10 34 48.67|-58 09 01.2|BCEP      | 9.760|           |    0.1457500000|B1V              |            |V0400 Car
V0401 Car |*|10 35 30.05|-58 12 08.2|BCEP      | 9.560|           |    0.1684000000|B1V              |            |V0401 Car
V0403 Car |*|10 35 40.73|-58 12 44.3|BCEP      | 8.740|           |    0.2506000000|B1IV             |            |V0403 Car
V0405 Car |*|10 35 48.21|-58 12 33.3|BCEP      | 9.290|           |    0.1520000000|B1IV             |            |V0405 Car
V0406 Car |*|10 35 57.81|-58 12 21.4|BCEP      | 9.260|           |    0.1756000000|B1V              |            |V0406 Car
V0407 Car |*|10 38 17.55|-65 02 31.0|ACV       | 6.710|           |    0.5490200000|B9Vn             |            |V0407 Car
V0410 Car |*|07 58 07.75|-60 46 33.3|DSCTC     |10.670|           |    0.0600000000|A7V              |            |V0410 Car
V0414 Car |x|11 04 57.56|-59 51 32.0|ACYG      | 6.590|           |    0.7034270000|B1Iab            |            |V0414 Car
V0416 Car |*|07 57 45.50|-60 47 02.6|DSCTC:    |10.570|           |    0.0540000000|A3V              |            |V0416 Car
V0417 Car |*|07 58 13.99|-60 39 02.4|DSCTC:    |10.700|           |    0.0290000000|A6V              |            |V0417 Car
V0418 Car |*|07 58 19.79|-60 49 38.5|DSCTC:    |11.290|           |    0.0260000000|A6/A7V           |            |V0418 Car
V0419 Car |*|07 58 30.93|-60 37 46.5|DSCTC:    |10.870|           |    0.0340000000|A8V              |            |V0419 Car
V0420 Car |*|07 58 33.32|-60 49 25.6|DSCTC:    |10.530|           |    0.0610000000|A3V              |            |V0420 Car
V0421 Car |*|07 58 51.44|-60 40 02.8|DSCTC:    |10.730|           |    0.0480000000|A8V              |            |V0421 Car
V0422 Car |*|07 59 21.29|-60 48 56.4|ACV       | 9.080|           |    2.4500910000|A0p(SiII)        |            |V0422 Car
V0424 Car |*|10 02 39.83|-59 57 54.6|ACV       | 9.580|           |    2.3192000000|B8p(SiII)        |            |V0424 Car
V0427 Car |x|10 53 04.64|-59 30 19.9|SXARI:    | 8.880|           |    2.1600000000|B8               |            |V0427 Car
V0430 Car |x|11 06 05.82|-59 56 59.5|SXARI:    | 6.670|           |    0.8513700000|B1IVp-B2Vp       |            |V0430 Car
V0433 Car |*|10 23 56.91|-57 27 52.4|BCEP      | 8.120|           |    0.1202430000|B2III/IV         |            |V0433 Car
V0435 Car |x|06 21 50.06|-51 14 15.7|DSCTC     | 6.950|           |    0.0465000000|A5V              |            |V0435 Car
V0437 Car |x|09 54 53.42|-58 41 45.4|ACVO      | 9.700|           |    0.0043000000|Ap(Sr)           |            |V0437 Car
V0438 Car |*|10 35 44.56|-58 14 30.3|ELL:      |11.250|49000.24800|    0.6690000000|B2.5V            |            |V0438 Car
V0439 Car |*|10 35 53.25|-58 13 57.7|BE:       |13.460|           |    0.6620000000|                 |            |V0439 Car
V0440 Car |*|10 35 54.84|-58 12 59.5|BCEP:     | 9.100|           |    0.1786000000|B1V              |            |V0440 Car
V0441 Car |*|10 36 12.19|-58 14 09.0|ELL:      |13.510|           |    1.1830000000|                 |            |V0441 Car
V0443 Car | |10 59 42.28|-60 21 23.3|DSCTC:    |13.120|           |    0.2463000000|                 |            |V0443 Car
V0450 Car |*|07 03 15.10|-59 10 41.2|LPB       | 5.450|           |    1.6518000000|B9IV             |            |V0450 Car
V0452 Car |x|07 12 10.15|-59 50 21.9|EA        | 8.020|51869.75800|    1.0550404000|B8IV             |            |V0452 Car
V0454 Car |x|07 32 46.15|-53 33 18.9|EB:       | 6.920|54877.67500|    0.9804228000|B4/B5V           |            |V0454 Car
V0461 Car |x|08 01 23.04|-54 30 55.9|EA        | 6.100|48501.31000|    2.5146500000|B2IV-V           |            |V0461 Car
V0462 Car |x|08 02 15.53|-55 32 26.1|EB        | 6.680|48500.54700|    1.1056860000|B3V(n)           |            |V0462 Car
V0470 Car |*|08 32 41.13|-55 28 11.6|EB        | 7.400|53103.70800|    2.1617340000|B9IV             |            |V0470 Car
V0472 Car |x|08 43 30.14|-61 41 19.7|ACV       | 6.780|           |    1.8380700000|Ap(Si)           |            |V0472 Car
V0473 Car |x|08 54 54.03|-58 14 22.8|LPB       | 6.300|           |    0.9539900000|B5V              |            |V0473 Car
V0476 Car |x|09 05 52.59|-69 34 30.7|EA        | 8.260|53424.71000|    1.2814396000|B7Vn             |            |V0476 Car
V0477 Car |x|09 11 08.31|-58 19 53.4|EA        | 8.390|54822.78300|    2.0238730000|B4V              |            |V0477 Car
V0481 Car |x|09 28 26.31|-72 25 20.5|ACV       | 7.720|           |    1.9844200000|Ap(Si)           |            |V0481 Car
V0483 Car |x|09 34 34.94|-64 01 51.0|LPB       | 7.400|           |    0.8185000000|B8V              |            |V0483 Car
V0486 Car |*|09 42 12.97|-66 54 53.3|EB        | 6.290|48500.90000|    1.0938930000|A0V              |            |V0486 Car
V0488 Car |x|09 45 40.35|-70 07 05.7|LPB       | 7.130|           |    0.9724200000|B6V              |            |V0488 Car
V0492 Car |x|09 56 59.81|-69 06 06.5|LPB       | 6.140|           |    1.0623700000|B3V              |            |V0492 Car
V0506 Car |x|10 28 02.86|-57 11 54.5|LPB:      | 6.770|           |    2.0898000000|B8III            |            |V0506 Car
V0508 Car |x|10 28 49.26|-60 53 40.8|ACYG      | 7.670|           |    2.3988000000|B7Iab/Ib         |            |V0508 Car
V0514 Car |*|10 38 02.65|-57 15 22.7|ELL+LPB   | 5.850|           |    2.9045700000|B3IV             |            |V0514 Car
V0527 Car |*|10 59 20.58|-58 07 28.0|DSCTC:    | 9.040|           |    0.2136590000|A3mA7-A9         |            |V0527 Car
V0536 Car |x|11 18 18.34|-62 58 28.5|LPB:      | 8.860|           |    1.4532500000|B2/B3Ib/II       |            |V0536 Car
V0539 Car |x|08 26 33.19|-57 18 06.3|ACV       | 8.800|           |    2.3668800000|Ap(Si)           |            |V0539 Car
V0540 Car |x|10 47 19.08|-57 19 31.5|ACYG      | 6.980|           |    1.7700000000|B0.5Ib           |            |V0540 Car
V0546 Car |*|10 36 38.11|-64 47 54.0|BY        |12.730|           |    2.2100000000|                 |            |V0546 Car
V0550 Car |*|10 39 55.97|-63 59 30.1|BY        |12.140|           |    0.7800000000|                 |            |V0550 Car
V0552 Car |*|10 40 51.36|-64 42 47.9|BY        |12.190|           |    0.3930000000|                 |            |V0552 Car
V0557 Car |*|10 42 41.52|-64 21 04.3|BY        |10.570|           |    0.5700000000|                 |            |V0557 Car
V0561 Car |*|10 44 59.60|-65 02 19.1|BY        |10.890|           |    1.0500000000|G0               |            |V0561 Car
V0564 Car |*|10 46 14.84|-64 02 58.1|BY        |10.700|           |    1.6700000000|                 |            |V0564 Car
V0565 Car |*|10 46 35.34|-64 03 44.9|BY        |12.710|           |    0.2040000000|                 |            |V0565 Car
V0567 Car |*|10 48 18.36|-64 09 53.3|BY        |10.260|           |    2.0000000000|                 |            |V0567 Car
V0569 Car |*|10 49 26.43|-64 39 00.0|BY        |13.330|           |    2.6000000000|                 |            |V0569 Car
V0570 Car |*|10 49 48.40|-64 46 28.5|BY        |11.730|           |    1.2000000000|                 |            |V0570 Car
V0571 Car |*|10 49 56.84|-63 48 19.1|BY        |12.940|           |    1.8200000000|                 |            |V0571 Car
V0572 Car |*|10 44 47.31|-59 43 53.2|EA        | 8.760|55023.51200|    2.1528730000|O7V+O9.5V+B0.2IV |            |V0572 Car
V0573 Car |*|10 45 08.23|-59 40 49.4|EA:       | 9.450|50456.81640|    1.4693316000|O9.5V+B0.3V      |            |V0573 Car
V0590 Car |x|09 25 35.93|-63 35 52.0|RRAB      |12.500|53045.62300|    0.4951313000|                 |            |V0590 Car
V0592 Car |x|09 33 45.29|-66 01 17.4|EW        |10.850|53832.61100|    0.8010985000|                 |            |V0592 Car
V0603 Car |x|06 55 10.09|-62 07 47.2|RRAB      |13.550|55249.96000|    0.5657820000|                 |            |V0603 Car
V0604 Car |x|07 14 50.63|-59 16 04.1|EW        | 9.160|52759.57000|    0.4722910000|F7IV/V           |            |V0604 Car
V0605 Car |x|07 39 50.23|-53 38 28.1|EB        | 9.500|52989.79700|    0.6887140000|A1/2V            |            |V0605 Car
V0607 Car |*|07 56 22.68|-61 17 02.1|ACV       | 9.340|           |    1.9457000000|B9p              |            |V0607 Car
V0608 Car |x|08 07 33.96|-55 19 37.1|EW        | 8.870|51884.71800|    0.9675540000|A0V              |            |V0608 Car
V0611 Car |x|09 31 35.23|-65 51 05.1|EB        |11.940|52922.82900|    0.9827130000|                 |            |V0611 Car
V0623 Car |x|09 45 33.85|-73 57 59.7|EA        |13.100|52198.87200|    1.6148990000|                 |            |V0623 Car
V0625 Car |x|09 50 47.82|-67 23 15.4|EW        |11.170|54973.59700|    0.2769431000|                 |            |V0625 Car
V0629 Car |x|09 53 04.59|-65 48 09.7|EW        |11.850|53023.79000|    0.5624815000|                 |            |V0629 Car
V0633 Car |x|09 58 22.54|-72 29 36.6|EA        |12.500|53788.66300|    1.8944800000|                 |            |V0633 Car
V0635 Car |x|10 00 29.98|-69 58 20.6|EA        |12.700|53827.55800|    0.7999590000|                 |            |V0635 Car
V0637 Car |x|10 01 23.67|-71 17 00.7|RRC       |12.900|53010.80600|    0.3038490000|                 |            |V0637 Car
V0639 Car |x|10 02 34.67|-75 00 37.3|RRC       |13.200|52923.87800|    0.2977680000|                 |            |V0639 Car
V0654 Car |*|10 29 24.62|-60 05 15.7|EA        |12.600|53103.63700|    2.8735850000|B8V              |            |V0654 Car
